0,0.3589121640627318,
1,0.3321387164763946,
2,0.33018377082446526,
3,0.32767138705081716,
4,0.32485253357343763,
5,0.3240371611126982,
6,0.32210851640166377,
7,0.32044180068075717,
8,0.32262632729172724,
9,0.32032381527405995,
10,0.31864597776592013,
11,0.3181255600858729,
12,0.314242363748559,
13,0.3172051801681763,
14,0.31573285770183274,
15,0.3137681038198727,
16,0.31351028324317753,
17,0.31384799614456477,
18,0.31462174692581957,
19,0.31067254004032274,
20,0.31252930737936524,
21,0.31412432724325295,
22,0.31019691792470117,
23,0.3139369445308343,
24,0.31239493198911494,
25,0.30830655046416583,
26,0.30867414631242,
27,0.30583883802630574,
28,0.31091355778924756,
29,0.3101568933260229,
30,0.31346832690357146,
31,0.3123873911172364,
32,0.3069283121674605,
33,0.3096626790392372,
34,0.3068933753608943,
35,0.3050203199270649,
36,0.3066025392811114,
37,0.30648933248376775,
38,0.3048942178773912,
39,0.3059412900758676,
40,0.30824733358237005,
41,0.3060127294215716,
42,0.30594212519242564,
43,0.3046958218772648,
44,0.30738179031271595,
45,0.30724780362470944,
46,0.30732104542209665,
47,0.30441113565762695,
48,0.3066583719626402,
49,0.30605696783331393,
50,0.30395475795658405,
51,0.30434205664209,
52,0.30277511608296115,
53,0.30076925233644763,
54,0.30276562784763106,
55,0.30653023650384487,
56,0.3026329742249292,
57,0.30457574163233775,
58,0.30022870524677314,
59,0.3007802925652406,
60,0.302263228236816,
